term,userClassification,frequencyInDocument,tfidf,freqScore,tfidfScore,contextLikelihoodScore
recover,,1,0.00048484709513277476,0.04672897196261682,9.907182757819658,0.46295246531867557
headlines,,1,0.00048484709513277476,0.04672897196261682,9.907182757819658,0.46295246531867557
fly,,1,0.00048484709513277476,0.04672897196261682,9.907182757819658,0.46295246531867557
golden,,1,0.0004869886276446973,0.04672897196261682,9.90677279116462,0.4629333079983467
outdoors,,1,0.000492289117326605,0.04672897196261682,9.905758086035068,0.46288589187079754
closer,,1,0.000498053678382182,0.04672897196261682,9.90465454088665,0.4628343243404976
pretty,,1,0.0005018835526367186,0.04672897196261682,9.90392136465486,0.46280006376891863
alt,,1,0.0005018835526367186,0.04672897196261682,9.90392136465486,0.46280006376891863
revealed,,1,0.0005018835526367186,0.04672897196261682,9.90392136465486,0.46280006376891863
randomised,,1,0.0005018835526367186,0.04672897196261682,9.90392136465486,0.46280006376891863
tribute,,1,0.0005018835526367186,0.04672897196261682,9.90392136465486,0.46280006376891863
foot,,1,0.000503377475907598,0.04672897196261682,9.903635373794186,0.4627866997100087
ruins,,1,0.0005081993795982335,0.04672897196261682,9.902712287305441,0.462743564827357
angry,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
absent,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
minus,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
sight,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
happy,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
logic,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
integrity,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
overwrite,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
offence,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
individual,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
graphical,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
delivered,,1,0.0005154061497074973,0.04672897196261682,9.901332651264957,0.4626790958535026
uted,,1,0.0005336173813676563,0.04672897196261682,9.897846363904732,0.4625161852291931
quickly,,1,0.0005369552475772318,0.04672897196261682,9.897207375779507,0.4624863259710049
feel,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
spending,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
interactions,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
variant,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
stealing,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
difficult,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
heresy,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
vanishes,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
hostile,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
recent,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
answer,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
navy,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
negative,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
relax,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
sadly,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
middle,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
fall,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
rename,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
weak,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
stand,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
fast,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
predefined,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
breaks,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
console,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
nominally,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
italic,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
coast,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
desire,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
extent,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
born,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
summary,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
whole,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
alone,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
withdraw,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
retire,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
poison,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
lead,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
detected,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
pane,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
workplaces,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
popular,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
side,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
chose,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
compact,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
subpanels,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
acquire,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
relevant,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
bought,,1,0.0005385231820883898,0.04672897196261682,9.896907216494846,0.46247229983620775
denounce,,1,0.0005448390090499048,0.04672897196261682,9.895698139145427,0.4624158008946461
incite,,1,0.0005753980636246273,0.04672897196261682,9.889848032590725,0.46214243142947314
